Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10
DEL,C,1,0,0.0667705198412307,0.0085192318987834,0.0251473657731569,0.00397694974116357,0.0198359243542476,0.0433598561773812,0.169831020496588,0.00985506622964478,0.0217968656807118,0.020406779661017
DEL,C,1,1,0.321696672364031,0.0073695631574112,0.0278202268495882,0.00040039601484849,0.0223130244112245,0.00794704075499866,0.139897250558365,0.0214528242190573,0.0135210563866876,0.00210169491525424
DEL,C,1,2,0.136061955078403,0.00202096596866152,0.0300545097257341,2.2798349599914e-05,0.024935688180271,0.00219413600419132,0.046388768055515,0.0579955818603843,0.0262307368553725,0.000271186440677966
DEL,C,1,3,0.0555306377155668,0.00373432566885724,0.0131201029770289,0.00367042467813616,0.0121350882574082,0.00682316371212347,0.0919193564748826,0.0059033046620259,0.0170051338376393,0.0111186440677966
DEL,C,1,4,0.0404864265455202,0.00312737048028426,0.00320593759014176,0.00279077791726805,0.00359709425318216,0.00847726400597158,0.0554971209180051,0.00718641028703192,0.00224731998370496,0.00603389830508475
DEL,C,1,5+,0.0222339669366118,0.00152250538958998,0.00238421745913636,0.011996457111419,0.00292208232850613,0.00159347331273885,0.022580247210755,0.00658362797973972,0.00285163186715492,0.0384406779661017
DEL,T,1,0,0.0344479794294041,0.0234736638955647,0.0867209393289961,0.00844890238473242,0.0739764704488885,0.0719043004855415,0.0257122912472125,0.0410361742963436,0.016030582457625,0.0319322033898305
DEL,T,1,1,0.0205341115194729,0.00750576932111289,0.117459425723044,2.28922988427708e-05,0.0921049884750751,0.00491323858469291,0.0406041687800567,0.146313094752285,0.194873139518396,0.000271186440677966
DEL,T,1,2,0.00767574733783317,0.0167453412922413,0.0989549372369263,0.00473314719691786,0.0808037021893286,0.115339852778065,0.0127755502407975,0.0212026554117116,0.0206512614025888,0.0261016949152542
DEL,T,1,3,0.00939091900936089,0.0115914999443898,0.0882252749838159,0.0148160461298298,0.0794025003201711,0.231619248540835,0.0201802241712216,0.342937853427115,0.00343006074628579,0.0927457627118644
DEL,T,1,4,0.0155593699766579,0.0214991154482588,0.0516564678476536,0.0430650959271876,0.0480609477409247,0.239333944275744,0.0108238524507014,0.00603235101513635,0.223410839802209,0.239796610169492
DEL,T,1,5+,0.0135565070719717,0.0124875959395652,0.0281552428222762,0.398186234707255,0.0252042123902628,0.00674886937689131,0.0077801409538023,0.0100050543154968,0.0254733776420358,0.281694915254237
