Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11
DEL,C,1,0,0.00480504358454346,0.0103237788432672,0.000506746391958385,0.0313450302673201,0.00748327213374383,0.06405284854011,0.335756220095216,0.124031829553054,0.0121832301890733,0.0224771921295818,0.0412006817078703
DEL,C,1,1,2.94983934080069e-05,0.00809221173572932,0.000847474371367314,0.00564896154715877,0.00286711104460756,0.0174012193010561,0.100616838656747,0.206171770159314,0.00201702028382632,0.0284261725799691,0.024414142113986
DEL,C,1,2,1.22274930599178e-06,0.00624752367041442,4.46292054860955e-05,0.00801676064343519,0.00211279937350325,0.00518460766257105,0.00257707798954545,0.173949915565914,0.000666183183711177,0.026454905254272,0.00313403415432412
DEL,C,1,3,0.00246859188030358,0.00336568469812397,0.00197798601839175,0.00117830587243498,0.00116357275084956,0.00548173643227125,0.0109003255126938,0.0631724485201814,0.000478562851362971,0.0140433872536308,0.00541710219705076
DEL,C,1,4,0.00383966653069926,0.00180676068410131,0.000853632479786389,0.00251485324527103,0.00100882705360932,0.00444557070465057,0.0130328769847492,0.0433972298969277,0.00207136654975371,0.00279692911986252,0.00108361296403399
DEL,C,1,5+,0.0145626337774461,0.00176117868818967,0.00391649261778506,0.00123663047111782,0.00232196098228346,0.00102619528256295,0.000304194914709467,0.0221221347573667,0.00232719026599222,0.00247687409059889,0.000990345210180611
DEL,T,1,0,0.00787824011915885,0.014407219477014,0.00182541341653246,0.00434165653249498,0.00681133831130494,0.053222295136796,0.105567161455017,0.0380190805866622,0.0186712337167065,0.102048601250878,0.0348790459686195
DEL,T,1,1,2.16734482482266e-06,0.0120807104549147,6.75854676400435e-05,0.000486559284893916,0.0020487612237126,0.495393410766971,0.0442956035047178,0.0139552765304816,0.000901013732395764,0.106822876536623,0.0107330125789042
DEL,T,1,2,0.00699416462058793,0.0140279703571836,0.00145820090223724,0.0115656224205828,0.00266670998110034,0.0238345212245166,0.0861052621775086,0.0171681861279505,0.0109783525616644,0.11470056731454,0.00952796846673617
DEL,T,1,3,0.0201753210561579,0.0110555600084013,0.00319042225662634,0.0222612246414175,0.00144029108907925,0.0620722237886952,0.113484444449533,0.020691654804825,0.01740608616989,0.0894900653746386,0.0103011488109187
DEL,T,1,4,0.0469762765960635,0.00813184288602086,0.00612461231751143,0.0178545324917233,0.00159829685808501,0.022667884082964,0.0945933476987636,0.0162327320872273,0.0135054661326178,0.0527260240926567,0.00150269833444232
DEL,T,1,5+,0.811975806722123,0.00997502472070163,0.0337531001067018,0.0076901171327527,0.00292561999779148,0.00621512862093973,0.00211543257910828,0.00849544877403318,0.0377879945249819,0.0310068577056557,0.0102066298894847
INS,C,1,0,4.48775011241662e-07,0.00157319616658871,8.37914955653902e-06,0.00200887099184941,0.000135716643983317,0.00269569223653256,8.73504469763835e-05,0.00238649690798736,0.464339117835203,0.000300970387696287,0.00282285471351369
INS,C,1,1,0.000218899659311865,0.127781767231266,2.69644984030501e-05,0.00183809506319238,0.000262529127197358,0.00173830372022023,8.89207747071846e-05,0.00185571939956557,0.0129982126189312,0.00123060311910074,0.00196518903597582
INS,C,1,2,2.01875043221153e-05,0.0732510328914843,1.464942026838e-05,5.98457164689634e-05,0.000106505252040241,0.000792287928485076,5.47061956267255e-05,0.00183746388421692,0.000593732344990194,0.00324142639938902,0.00131210865581543
