Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11
DEL,C,1,0,0.000911621405980232,0.0105175654757435,0.00482258400561407,0.124093721615288,0.0121759466928206,0.00746049810744717,0.0224714312948154,0.0312830504933844,0.0641126922119571,0.0412100875714757,0.335991360907867
DEL,C,1,1,0.000745961814171541,0.00796835027847169,2.70125613464843e-05,0.206223975449643,0.00202400591016533,0.00284754205839424,0.0284306257248207,0.00561476855303816,0.0174146322304,0.0244190232348125,0.10070230463027
DEL,C,1,2,3.57751807032469e-05,0.00622899665014841,9.72968477461477e-07,0.173962421983451,0.000665168822874701,0.00211787880766377,0.0264496652299158,0.00801429485292733,0.00519554231487005,0.00314010978129112,0.00257145413943634
DEL,C,1,3,0.00202504662234472,0.00340431227727879,0.002469917324874,0.0631706703293476,0.000479108183098392,0.00118270090318517,0.0140412113501105,0.00118004735058082,0.00545807296607524,0.00541277787037361,0.0109311976971426
DEL,C,1,4,0.00115056405374093,0.00175295643372629,0.0038505388553812,0.0434001387064329,0.00207132312582135,0.00100549840803032,0.0027903716509279,0.00251060961241186,0.00445471411629011,0.00107977075992837,0.0130397216488181
DEL,C,1,5+,0.00498391911526507,0.00171279105922721,0.0146022385438324,0.022129558195605,0.00230374828563645,0.00232760435606561,0.00247777994558936,0.00123514155360687,0.00101960435248748,0.000989834415878183,0.000316027209184414
DEL,T,1,0,0.00239491311501978,0.0144467729149645,0.00790322128863536,0.0380579397829167,0.018683720884482,0.00686719311089587,0.102010674306867,0.0043155036427934,0.0531456587578085,0.0349338872063405,0.105600492702746
DEL,T,1,1,5.43061865274323e-05,0.0121338755461032,1.69927510508125e-06,0.0139416299848257,0.00090417328233703,0.00201742094544703,0.106749649873228,0.000470466608307854,0.495490862855454,0.0107165075096019,0.0443304103592884
DEL,T,1,2,0.00194720523986074,0.0140831328279817,0.00701809796513898,0.0172000347109421,0.0109687266345293,0.00265739070288785,0.114657842035415,0.011548075059838,0.0237534324863587,0.00956809339927889,0.0861708872171057
DEL,T,1,3,0.00485055193782059,0.0110201520368247,0.0202386703059606,0.0206993466896517,0.0173973212348916,0.0014089394821574,0.089470479928285,0.0222419497060544,0.0620855814746127,0.0103678734756076,0.113551035070141
DEL,T,1,4,0.0101870060273456,0.00815893794835465,0.047130600770206,0.0162212173356901,0.0133903648957754,0.00161350560673437,0.052715859221572,0.0178354546197473,0.0226322432347494,0.0015330553275671,0.0946316666168171
