Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12
DEL,C,1,0,4.13487334847502e-06,0.00324201565295436,0.00228292719775099,0.00718777172747178,0.00528178751700709,0.0255702733813597,0.0319825797654117,0.313207957057294,0.0154376910399268,7.21583824561748e-05,0.00886708441044508,0.00978096456700756
DEL,C,1,1,0.000525673598325409,2.24627670062295e-05,4.49835988536073e-05,0.000189542907864285,2.61417023930748e-05,0.0252656135960069,0.00597690418597937,0.175066600428251,0.000192168603493039,0.0955144445617676,0.000238685379062051,0.000724582029699797
DEL,C,1,2,9.05790438874198e-07,1.30673654434632e-06,1.55604015578066e-06,2.58964806178102e-06,2.17850060560986e-06,0.0183546121882024,0.00356426584069549,0.0285138793790601,2.07325483191045e-05,0.247666421820825,0.000189332088224126,0.000203906128562272
DEL,C,1,3,0.00171417803496975,0.00165250338504176,0.00117680534754501,0.00389400553412928,0.00307206638796544,0.012547437716995,0.000862560014903499,0.0315675231370703,0.000286014441414473,0.0618193309067379,0.000222629918999028,0.000657406123462474
DEL,C,1,4,0.00051324251386239,0.00243707350141895,0.00222867458945864,0.00442436517610092,0.00309584434813659,0.00157045720523456,0.00122384201788695,0.0247141346822509,0.021698033043578,0.0311889183756622,0.00244980231091908,0.0012813763869259
DEL,C,1,5+,0.00355179604736346,0.0139627137943227,0.00479458639831471,0.0230443026892363,0.00783313017730904,0.000877979946132064,0.000149235264062298,0.00947741079979691,0.0477394766390085,0.0269721673148715,0.00516249082571377,0.00206736311342404
DEL,T,1,0,0.000448901575444749,0.0051402178182553,0.0049248117678413,0.00993289902863854,0.00811816978562168,0.104887588634273,0.0113124711363194,0.0987657309941354,0.0557429966528005,0.000152932787098189,0.0194805848371712,0.00397228140433327
DEL,T,1,1,9.35105312074418e-07,1.24083614434045e-06,1.51371112740794e-06,1.79804612262036e-06,1.84736054208952e-06,0.143642874451914,9.05316832596576e-05,0.0251612602868745,2.35398770565473e-05,4.27998606049142e-05,9.74305201476469e-05,0.00581924829287955
DEL,T,1,2,0.000242663530264548,0.00201355844112906,0.00406146556923034,0.00448798226089009,0.00908618867463853,0.104370683168327,0.00962444627430683,0.060790478050469,0.0534692078325547,9.42620309424021e-05,0.0119909067832028,0.000176347939513508
DEL,T,1,3,0.00130258666034297,0.00416608657135277,0.0134637557580584,0.016849281144452,0.0162439983005581,0.0826489580352171,0.0155955517663577,0.0659751281852943,0.200620480256742,7.62362335645696e-05,0.0206981024717825,0.000319688659527261
DEL,T,1,4,0.00302305330051427,0.0314892626086639,0.0135951663061837,0.0153219384936708,0.0712799861608115,0.0369419888691077,0.00947897751464332,0.0415045661174785,0.427175075127872,8.14782207440115e-05,0.0228834633607909,0.000307183433248008
DEL,T,1,5+,1.54275695481522e-05,0.885086618903166,0.881563417022871,0.555701228237703,0.774892401966225,0.00830075256315503,3.54970103038662e-05,0.000115592078100673,0.000243753191852066,0.0003529949077135,0.107243630369802,0.000900928866328145
INS,C,1,0,8.08160267854433e-07,1.05938262278818e-06,1.4356626595258e-06,1.68822613814264e-06,1.75772614791477e-06,0.000585688610762529,0.00216974505754141,0.000435403668115235,1.84267101206084e-05,0.00227961175184968,0.475198532421776,0.000171449653763421
INS,C,1,1,2.55289535655435e-06,0.000193268257164146,0.000125834264763346,0.000226949570784939,0.000223344409877751,0.000866156529558808,0.00159640787437571,3.02311635345425e-05,0.0011976046788489,0.0488261456702399,0.0161297251206736,6.20264367713723e-05
INS,C,1,2,2.36330594239436e-06,2.0338423989086e-05,7.6757550975457e-06,1.50805771565037e-05,1.1056788671019e-05,0.00256899709685471,0.000474651578313605,4.66658352241918e-05,7.27645688021986e-05,0.0300167534872437,0.000813580514948623,7.88749302769159e-05
INS,C,1,3,0.000771905972326379,0.000276402622157044,0.00019203179973743,0.00086382892520247,0.000595522568143312,0.000160679344550607,3.2620288160184e-05,8.75995746416961e-05,0.00141105279343811,0.019548866596898,0.00158374535821672,0.000400938563909095
INS,C,1,4,0.00182770661805727,0.00147624179882108,0.0012526721833476,0.00322547554616902,0.00281960517976678,1.48535185912909e-05,0.000325479614192792,0.000156500096830574,0.0157376957809497,0.0109080912353234,0.00240249640582959,7.62752906590767e-05
INS,C,1,5+,0.0224917223634439,0.00653882785116885,0.00337483372270529,0.0199144291778113,0.0193759834195226,1.69003357154857e-05,2.49058630249025e-05,0.00240742132035277,0.0369915334457792,0.00937515433729809,0.00136505558390938,0.00020472047929497
INS,T,1,0,0.00212628926761585,0.000979456114320237,0.000240537092334791,0.00289173156280115,0.00189831700630515,0.0102293447728297,0.00541223098365215,0.0198441976429349,0.00134151929953009,0.00448316200044932,0.0297637274696152,0.00183779878551987
INS,T,1,1,6.59960830358355e-06,1.52222772269818e-06,3.22665654303245e-06,3.0916586919768e-06,1.02373674612828e-05,0.0107561334505861,0.00183485497573815,0.00551804092653699,5.97474965576684e-05,0.14868239915144,0.00161823952555402,0.000692998856336945
INS,T,1,2,2.40215657855307e-05,0.000417337592401764,0.00026318065329303,0.000434853557829584,0.000982731954180721,0.0240017994303429,1.38528444186986e-05,9.22359729816463e-05,0.00446043360274287,0.105485411068967,0.00251010062872183,8.28737500189632e-05
INS,T,1,3,0.00356129645027235,0.000538171345485518,0.000840791341222538,0.00241139421108148,0.00201495359821107,0.0155273794324674,0.000252122503428981,0.000205785895140743,0.000806988909876587,0.069805175319183,0.000836646550676831,0.000348615549816519
INS,T,1,4,0.0150414204822961,0.0014730778542156,0.00284203229491074,0.010551586485413,0.00374519190365099,0.0109286152518154,0.000842904074015397,8.22209027613447e-05,0.00839921624814046,0.0255892102148885,0.00565622526022023,0.000754141910660021
INS,T,1,5+,0.905428795767703,0.0012452693576666,0.0384085864897117,0.232770815568596,0.00353006760442488,3.94814640257376e-05,0.010242130428252,0.0152275031889372,0.000251644838540109,0.000318168539198192,0.130348822338225,0.00463187931996204
DEL,repeats,2,0,0.000444007920507298,0.000103004692589383,0.00011604850540333,0.000477881507699043,0.000105142095294005,0.0290861648503403,0.00277192773184484,0.0159263201794154,0.000485952821145351,0.000123902912618878,0.000660457811486338,0.0716832208271278
DEL,repeats,2,1,0.0015535433208375,0.00226090144753478,0.000784256639930987,0.00509340175068803,0.0035540961495581,0.0213626536409769,0.00357337648153499,0.0088999425160261,0.00923822038739217,0.0060167892275544,0.00627691334525456,0.22319615153117
DEL,repeats,2,2,0.000497284464943545,0.00151257665639396,0.00108838257626188,0.00242192602820483,0.00196938848325904,0.00331379949130814,0.0011224333650095,0.0060353213534209,0.000498050890649033,0.012549647468997,0.00371879593553004,0.0501057318848242
DEL,repeats,2,3,0.000417999376389512,0.000511362866628813,0.000412424259638507,0.00114889984299019,0.000625386696098984,1.73280165659613e-05,0.000187694090270238,0.00338382861041939,0.000954487774748679,0.00735254005997127,0.000439206379143292,0.0110900276994114
DEL,repeats,2,4,6.40745228979846e-05,0.000554244927675199,0.000278369607421375,0.00128883439900779,0.000898754234477849,0.000724353235890356,0.000126262964500121,0.00140409658322533,0.00251324583250413,0.00243339945925894,0.000250433212640946,0.00318240086106585
DEL,repeats,2,5+,9.57322958150491e-07,1.05089529236825e-06,1.55899423217755e-06,1.6860026766988e-06,1.96515452726818e-06,0.0223056525796279,9.82964856434183e-06,4.25697213555825e-05,1.63569711376068e-05,0.00258519599143216,7.88651958936345e-05,0.00066688346348408
DEL,repeats,3,0,9.16214646176599e-05,3.03110594390108e-06,3.4691185663725e-05,2.13868551717396e-05,2.49584461771836e-05,0.0179206171059137,0.00446929810731655,0.00305432558017593,6.58654303687306e-05,0.000813503794989824,0.00108568817713758,0.00471167370775469
DEL,repeats,3,1,0.00418084058088947,0.003320429238464,0.00386236404561105,0.00822812468999882,0.00552606717725347,0.00399429956221537,0.00362624136686834,0.000804289534169153,0.0156163165659842,0.000148648476201273,0.00537979717919092,0.0998423983643135
DEL,repeats,3,2,0.000581865873204952,0.00199495624827043,0.000837020384177249,0.00263127446503862,0.0028068824312148,0.000701332933743282,0.000509835056106124,8.98568678497523e-05,0.0074507939987475,9.1030972493937e-05,0.00188216631505247,0.0191191768923736
DEL,repeats,3,3,0.000299454927807203,0.000386015125881601,0.00022049472238623,0.000503883060723989,0.000544847472695603,0.000676684267234967,2.78424155155729e-05,3.21741919623863e-05,0.000226139525132201,6.83243197737024e-05,0.000616701698833568,0.00469042621563524
DEL,repeats,3,4,8.87854278280402e-07,1.11305796498066e-06,1.33909323497938e-06,1.55419765515979e-06,2.04808268306614e-06,0.00597252364338575,5.78376088899674e-06,3.6428759538305e-05,1.60289580775238e-05,0.000764420193441915,4.36687689572312e-05,0.000306002281107571
DEL,repeats,3,5+,9.80574635156578e-07,1.12413555343289e-06,1.28432352648815e-06,1.82278665611909e-06,1.98063175418189e-06,0.00850669259109088,1.79038847733608e-05,2.48528481064271e-05,1.50089731118781e-05,0.000614431682801323,3.64011738990174e-05,8.85911184720026e-05
DEL,repeats,4,0,3.01792007591239e-05,6.06526942923013e-06,2.6160553793413e-05,4.40466495807311e-05,3.56417890130354e-05,0.0112928932626347,0.00352441312071494,0.0022368033768347,0.000155745710515738,8.34950517828925e-05,0.000111054725553985,0.00860821039284827
DEL,repeats,4,1,0.000670829086761949,0.00158937099248756,0.000723290959900719,0.00265206689200632,0.0026934367904153,0.00175070082389516,0.00218003637165498,0.0014450915140517,0.00718877413106642,9.56088644488348e-05,0.00115338389971601,0.0661967550755971
DEL,repeats,4,2,3.01836885470766e-06,0.000266100317992782,0.000282231075710192,0.000665293694076483,0.000525554329136661,4.37493698976617e-05,0.000422570763862259,6.88799653160178e-05,0.00304090919696369,6.26741248053773e-05,0.000536687536112409,0.0140640807338707
DEL,repeats,4,3,1.61629228884873e-06,4.08381518511666e-06,5.81271392130734e-06,1.86083477966472e-05,9.77528454051839e-06,0.00372754853733814,0.000111886629729442,2.56817210569357e-05,3.99132725164698e-05,6.46830983160317e-05,0.000131454767607516,0.00403842398053886
DEL,repeats,4,4,8.55829228477198e-07,1.28629907341315e-06,1.40042905201268e-06,2.00471167911456e-06,1.68432015679127e-06,0.00463143427744846,1.83706438075106e-05,2.1750371168615e-05,1.69143855425356e-05,0.000384072208193034,3.52664903666704e-05,0.000719758455695978
DEL,repeats,4,5+,1.83294366745333e-05,0.000126479403768482,0.000121685311823122,0.000357857475976069,0.00025607676373916,0.00176462817672674,8.69889209463244e-06,1.24440169724647e-05,0.000381081306319551,4.13687978134547e-05,6.47369068198258e-05,0.000210229866239125
DEL,repeats,5+,0,1.55630114575865e-06,9.70695251833212e-06,2.42131429802607e-05,2.45771500431278e-05,8.7831162418165e-06,0.0451970688140353,0.135666557001758,0.00921445380556242,9.2436845170314e-05,0.00908844455168235,0.00387177775745406,0.00633481736918359
DEL,repeats,5+,1,0.000138462346371736,0.00226413469974627,0.00150696374465071,0.00435172650740824,0.00325375692336145,0.000136605326855404,0.0046069079179257,1.7974673615944e-05,0.00377542539933505,7.58998639886333e-05,0.000673532525657088,0.0110300977626265
