Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10
DEL,C,1,0,0.00463147235137069,7.74690975625328e-06,0.0036451134953517,0.00566963656836921,0.0280903131194428,0.0805020660205004,0.138577820583182,0.0558394438927464,0.00876774782957514,0.0179188410938922
DEL,C,1,1,1.84964206142613e-05,0.000548466625243601,0.00021378006087686,3.32169418673712e-05,0.0223818377173809,0.0316631478411907,0.202156243170717,0.00974392472824015,0.000873914348891125,0.00339907356141004
DEL,C,1,2,1.05398682813457e-06,1.04412143046061e-06,2.22242199446103e-06,3.29558139094618e-06,0.0192469648645521,3.45251529683725e-05,0.161394359823734,0.0062987997914289,0.000255580763131402,0.000566395799883688
DEL,C,1,3,0.00252818773370307,0.00185038559851143,0.0023829926615599,0.00230825784759289,0.0112919185829509,0.00500426563552095,0.0605597830874412,0.00102935040954831,0.000436541076586871,0.000668125906819032
DEL,C,1,4,0.0039375479171645,0.000622902527062982,0.00322447506951483,0.0036413779938226,0.00227031343918613,0.00180621597311214,0.0406835145920739,0.0028359598239226,0.00183082018237931,0.00131954044600765
DEL,C,1,5+,0.0146719505650025,0.00360926531458459,0.0120999437864809,0.0143141692933268,0.00157155505683875,2.32890369553737e-05,0.02064805844017,0.00102086739396187,0.00257226656034062,0.00203716038568285
DEL,T,1,0,0.00778745344887005,0.00128282347687534,0.006487113905615,0.00842027152501211,0.0986628761174507,0.0437680543005376,0.0435796637759064,0.00976303244593321,0.0170753056924769,0.00799702794832195
DEL,T,1,1,1.03077505701576e-06,1.10874180287471e-06,2.33849719049663e-06,3.1223785215591e-06,0.147746186639631,0.0101820848755959,0.00615392871453948,4.48158621380453e-05,0.00017794961759944,0.0427832623198922
DEL,T,1,2,0.0068593687361911,0.00103667891226586,0.00568489904370856,0.00762322766390905,0.107838772007619,0.0174346102402006,0.0230023000050116,0.0161766715615409,0.0103304336971611,0.000311786892846324
DEL,T,1,3,0.0199566453038241,0.0024853443152583,0.0162056936998972,0.021351202790103,0.0888473975581167,0.0228274307589728,0.0245250387861212,0.028534537253765,0.016327574147275,0.00450125707978334
DEL,T,1,4,0.0468724931140777,0.00445497864370668,0.0377297432776242,0.0487020187369098,0.050149147538378,0.0135933347639165,0.0199430836964702,0.0237758085375315,0.0136633246204562,0.0018048513414845
DEL,T,1,5+,0.81690578726547,6.47152707323951e-06,0.638831928896581,0.816683644827007,0.0212333566211323,1.48332091324205e-05,0.0075115122039996,0.006037303719345,0.055694920260997,0.000294560189599606
INS,C,1,0,1.11025607074496e-06,9.70229513907335e-07,2.28257847949638e-06,2.82888415281339e-06,0.000507695622285486,0.00243168709135469,0.00173066739019505,0.00176637780869146,0.433564012527623,0.000215841753971989
INS,C,1,1,0.000277945047452086,1.99047761740685e-06,0.000157604405837001,5.16838086268269e-05,0.00575533469316485,0.00148004825668988,0.00501748799142542,0.00146949029561639,0.0112452481344901,8.70693343609972e-05
INS,C,1,2,1.5208414401828e-05,1.46604389210296e-06,9.80233699469333e-06,3.89718319105457e-05,0.00544036418787067,0.000932232144932228,0.00361405374140991,2.09617346857402e-05,0.000443207301536274,5.85405842404775e-05
INS,C,1,3,0.000493681656529577,0.000546031837558552,0.000634163242275599,0.000326036347899237,0.000980425134375925,3.47502335353588e-06,0.0070135495625016,9.77648192233698e-06,0.00156155823578136,0.000167891671200632
INS,C,1,4,0.00292339426034664,0.00160970612045665,0.00276568865316747,0.00290756977266431,6.3495551019638e-06,1.28882365034753e-05,0.00718577159059573,6.55978144747357e-05,0.00168973632357709,5.64446574284244e-05
INS,C,1,5+,0.00903821003005491,0.0244697545738421,0.0122166169157055,0.00881519795168294,7.53380392950817e-06,1.48425259326896e-05,0.0066493319213912,4.00938186050678e-05,0.003242469525242,0.000525259383880414
INS,T,1,0,0.00142028926770058,0.00216720924399777,0.00153293915376443,0.00112256921135703,0.0107176367351404,0.00557265673538733,0.0149289059802943,0.00639247553940149,0.0302718356677369,0.00492373431692843
INS,T,1,1,2.42601301753584e-06,1.58151729293258e-06,9.60390806945328e-06,5.74899044057375e-06,0.0183201365743367,0.00436729502341538,0.0508545269916828,0.000540308816348076,0.0023924828680817,0.000223635952262588
INS,T,1,2,0.000695637352676472,4.28897998811466e-06,0.000603248508619644,0.000529757559250029,0.0291868739535643,1.0675741509784e-05,0.0436125039444171,7.41918437873588e-05,0.00158374677068205,7.46926322684524e-05
INS,T,1,3,0.00116342236409862,0.00408749043362446,0.00180560653814688,0.000841064714343817,0.0198352616584383,1.4384640235901e-05,0.0268500512508519,0.000411628705077627,0.00116750181758847,0.000148246893132519
