Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP
indel,Moderate,SignatureAnalyzer,seed.200437,0.833333333333333,0.909090909090909,0.991965798561941,2.73439004098618,12,1,2
indel,Moderate,SignatureAnalyzer,seed.310111,0.833333333333333,0.909090909090909,0.991222877454787,2.73364711987903,12,1,2
indel,Moderate,SignatureAnalyzer,seed.528401,0.833333333333333,0.909090909090909,0.993478650627401,2.73590289305164,12,1,2
indel,Noiseless,SignatureAnalyzer,seed.1076753,0.9,0.818181818181818,0.994965005505627,2.71314682368745,10,2,1
indel,Noiseless,SignatureAnalyzer,seed.145879,0.9,0.818181818181818,0.994935741394992,2.71311755957681,10,2,1
indel,Noiseless,SignatureAnalyzer,seed.200437,0.909090909090909,0.909090909090909,0.996330315824692,2.81451213400651,11,1,1
indel,Noiseless,SignatureAnalyzer,seed.310111,0.909090909090909,0.909090909090909,0.996313057911792,2.81449487609361,11,1,1
indel,Noiseless,SignatureAnalyzer,seed.528401,0.9,0.818181818181818,0.994927937954778,2.7131097561366,10,2,1
indel,Realistic,SignatureAnalyzer,seed.1076753,0.533333333333333,0.727272727272727,0.989427870084903,2.25003393069096,15,3,7
indel,Realistic,SignatureAnalyzer,seed.145879,0.642857142857143,0.818181818181818,0.98244534632615,2.44348430736511,14,2,5
indel,Realistic,SignatureAnalyzer,seed.200437,0.533333333333333,0.727272727272727,0.989329784954132,2.24993584556019,15,3,7
indel,Realistic,SignatureAnalyzer,seed.310111,0.533333333333333,0.727272727272727,0.988304450737894,2.24891051134396,15,3,7
indel,Realistic,SignatureAnalyzer,seed.528401,0.533333333333333,0.727272727272727,0.989349595393518,2.24995565599958,15,3,7
indel,Moderate,signeR,seed.1076753,0.625,0.454545454545455,0.985518768866723,2.06506422341218,8,6,3
indel,Moderate,signeR,seed.145879,0.636363636363636,0.636363636363636,0.990156058129198,2.26288333085647,11,4,4
indel,Moderate,signeR,seed.200437,0.6,0.545454545454545,0.989507299374408,2.13496184482895,10,5,4
indel,Moderate,signeR,seed.310111,0.636363636363636,0.636363636363636,0.991042070822713,2.26376934354999,11,4,4
indel,Moderate,signeR,seed.528401,0.818181818181818,0.818181818181818,0.99519272182778,2.63155635819142,11,2,2
indel,Noiseless,signeR,seed.1076753,0.6,0.545454545454545,0.991196626501437,2.13665117195598,10,5,4
indel,Noiseless,signeR,seed.145879,0.75,0.818181818181818,0.996701263250814,2.56488308143263,12,2,3
indel,Noiseless,signeR,seed.200437,0.9,0.818181818181818,0.996853048705911,2.71503486688773,10,2,1
indel,Noiseless,signeR,seed.310111,0.8,0.727272727272727,0.994276472729858,2.52154920000259,10,3,2
indel,Noiseless,signeR,seed.528401,0.8,0.727272727272727,0.99437728010543,2.52165000737816,10,3,2
indel,Realistic,signeR,seed.1076753,0.466666666666667,0.636363636363636,0.988720467759239,2.09175077078954,15,4,8
indel,Realistic,signeR,seed.145879,0.666666666666667,0.545454545454545,0.988794572156648,2.20091578427786,9,5,3
indel,Realistic,signeR,seed.200437,0.625,0.454545454545455,0.984232990421613,2.06377844496707,8,6,3
indel,Realistic,signeR,seed.310111,0.75,0.818181818181818,0.991862831648604,2.56004464983042,12,2,3
indel,Realistic,signeR,seed.528401,0.538461538461538,0.636363636363636,0.988395210966551,2.16322038579173,13,4,6
indel,Moderate,SigProfilerExtractor,seed.1076753,1,0.818181818181818,0.993805747466299,2.81198756564812,9,2,0
indel,Moderate,SigProfilerExtractor,seed.145879,1,0.818181818181818,0.990282803369793,2.80846462155161,9,2,0
indel,Moderate,SigProfilerExtractor,seed.200437,1,0.818181818181818,0.990182570825391,2.80836438900721,9,2,0
indel,Moderate,SigProfilerExtractor,seed.310111,1,0.818181818181818,0.988027306435684,2.8062091246175,9,2,0
indel,Moderate,SigProfilerExtractor,seed.528401,1,0.818181818181818,0.990558832009983,2.8087406501918,9,2,0
indel,Noiseless,SigProfilerExtractor,seed.1076753,1,0.818181818181818,0.994485684714259,2.81266750289608,9,2,0
indel,Noiseless,SigProfilerExtractor,seed.145879,1,0.818181818181818,0.994394557446492,2.81257637562831,9,2,0
indel,Noiseless,SigProfilerExtractor,seed.200437,1,0.818181818181818,0.993153118591851,2.81133493677367,9,2,0
indel,Noiseless,SigProfilerExtractor,seed.310111,1,0.818181818181818,0.991742175585859,2.80992399376768,9,2,0
indel,Noiseless,SigProfilerExtractor,seed.528401,1,0.818181818181818,0.99260062776336,2.81078244594518,9,2,0
indel,Realistic,SigProfilerExtractor,seed.1076753,0.9,0.818181818181818,0.989034993575381,2.7072168117572,10,2,1
indel,Realistic,SigProfilerExtractor,seed.145879,1,0.818181818181818,0.989380949626772,2.80756276780859,9,2,0
indel,Realistic,SigProfilerExtractor,seed.200437,0.9,0.818181818181818,0.989693755709538,2.70787557389136,10,2,1
indel,Realistic,SigProfilerExtractor,seed.310111,0.9,0.818181818181818,0.98700033952286,2.70518215770468,10,2,1
indel,Realistic,SigProfilerExtractor,seed.528401,1,0.818181818181818,0.986976473518653,2.80515829170047,9,2,0
