Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15
DEL,C,1,0,0.0191309340208204,0.00749013558976694,0.025334131354903,0.06800773074468,0.0214985119783321,0.00295710246051491,0.0199506915776201,0.00958493686868339,0.00873147126241616,0.0176206147944513,0.0114435055638154,0.269976002960312,0.179455553236505,0.0139539683085642,0.00416107687760067
DEL,C,1,1,0.000604328717270314,0.00225843620310438,0.0275200031022739,0.317736523315752,0.00795859214232236,0.000368582718795598,0.0217094399583663,0.00187500189651876,0.00768305175877975,0.00192706655305003,0.0143119590541889,0.0834377394389033,0.141198727267306,0.0132475387411796,0.00422929125264331
DEL,C,1,2,2.110835542762e-05,0.000557099302571751,0.0297392353931989,0.136286513597781,0.0157784896058833,6.16665980501808e-06,0.0259305256574284,0.000331028729707594,0.00202620482780089,4.21545808479695e-05,0.0175997250555631,0.00248047390951615,0.0223269783916568,0.0401752051159259,0.000181905000113691
DEL,C,1,3,0.00491194929423164,0.00294395908964765,0.013519174707741,0.0560269077450067,0.0149685656773694,0.00324125790884835,0.0125469512960715,0.0027919514778088,0.00409021705294734,0.0240341331663209,0.00720032988883492,0.010673926967922,0.0960324158615742,0.017664707890051,0.0108006093817504
DEL,C,1,4,0.0304272278659214,0.00839801132681313,0.00318925478327778,0.0406639577887546,0.00587161726014485,0.00275216564848289,0.00350502373527304,0.0103225792213818,0.0034350397600249,0.0275931842064852,0.00338508654437831,0.00914049342066505,0.0580713195200418,0.0017753342311427,0.00643488937902181
DEL,C,1,5+,0.202588840665562,0.00344869684510655,0.00245437937864722,0.0220669089578307,0.0111010133079253,0.00797115152842025,0.00303819833269406,0.00239140671486261,0.00170563432096669,0.00268584900831349,0.00161329654431435,0.00145283436749025,0.0218140152720621,0.00143799426918935,0.0242615793901635
DEL,T,1,0,0.061217962604041,0.0264427190855359,0.0870732593616985,0.034166325530211,0.0183303601257192,0.00758196621603241,0.0732157335993143,0.0184123696608859,0.0244290120836517,0.0201980663091557,0.0823821177116993,0.0840430870920243,0.0289693335678076,0.0218847646689967,0.0214193137633871
DEL,T,1,1,2.15165280463861e-05,0.000558798756293835,0.116168016780721,0.0204925599287371,0.00923104085928501,5.92967451406481e-06,0.0917814024284775,0.000363304030854084,0.00720944052975635,6.02208297828136e-05,0.0590021085190789,0.0321150163956149,0.0395401465139501,0.0874279349238141,0.000113690625071057
DEL,T,1,2,0.0554895514515289,0.103123173374319,0.0995777400819283,0.00901171618741056,0.0208903194252113,0.00549546703863609,0.0792648584408001,0.0768681813254004,0.0149554291535784,0.0564570279213877,0.163406474819144,0.0575447406559168,0.0174656944504449,0.115289569977537,0.0034107187521317
DEL,T,1,3,0.1318912439218,0.585130689369164,0.0910697366298161,0.00969365978532995,0.042443918782237,0.00885966989108685,0.0848797186801967,0.452520687226677,0.0106354246257464,0.00637738587399996,0.267345648923649,0.0733259575976595,0.0133960653355588,0.00618985757639097,0.0202141931376339
DEL,T,1,4,0.00672575179128012,0.047310632857275,0.0528122967698874,0.0150149098011039,0.519402367488182,0.0353213113384428,0.047199309449165,0.231153224095692,0.0219955287658828,0.0173857535582983,0.0306217698269057,0.0533498265666167,0.00808875296414187,0.23210576864564,0.0326746856454217
DEL,T,1,5+,0.0123584173095045,0.00934079476193455,0.0272918069949304,0.0132650129517442,0.0143050068221186,0.391421510635509,0.0232347842517914,0.00770938325761511,0.0126604974955429,0.0080756132738753,0.0152390067409769,0.00203359244034337,0.00876479332697657,0.0211730434943658,0.0146433525091521
INS,C,1,0,2.31492185214507e-05,0.000482231476436707,0.000483939463273668,0.00231591533180743,0.00059480422817248,7.19023457232689e-06,0.000599566655369734,0.000294339712165002,0.000872966012960919,5.72097882936729e-05,0.000774115404924364,0.00018390956908639,0.00188512425208091,0.000650867691298216,0.000181905000113691
INS,C,1,1,0.00303633780062715,0.00139626199182774,0.00131423823177604,0.00143973452802269,0.00199409337784858,0.000170800845654278,0.00115570168214953,0.00154783516865776,0.00223674901661148,0.00148143241265721,0.00103688087103554,0.000170419452133906,0.00129549048827639,0.00111520622716341,0.000272857500170536
INS,C,1,2,0.000139011931876923,0.00112958555100561,0.00314134365953959,0.0010972655412248,0.00168337266967314,1.59536480973649e-05,0.00262186801277955,0.000927983872280289,0.000717887766363868,2.70993734022661e-05,0.0012685037633854,0.000192959900712739,0.000823296679491759,0.00238916067171662,0.000113690625071057
INS,C,1,3,0.00545540198093169,0.00317081319595501,0.00053177081029094,0.00683215698334291,0.000829797223359029,0.00088063229894212,0.00050467517965637,0.00140190667031166,0.000200130175170501,0.00252024172641075,0.00121317008322019,0.000683556179250527,0.00664478916485588,0.000383641525358705,0.0074353668796471
INS,C,1,4,0.027502671052462,0.00251294088078185,9.88225458933363e-05,0.00560860823119448,0.0024450428436858,0.00255911339668017,0.000280918736924857,0.00236988984743162,0.00107898236975408,0.0299146971946126,0.000873382358788587,0.000891372284708406,0.0030321414293477,0.000726273094558376,0.00975465563109666
INS,C,1,5+,0.0684567290667361,0.00192474616821413,0.00019997595945858,0.00747195525286469,0.0105662473494429,0.0207501396259349,0.00585145149501968,0.00217458289690414,0.00382171661431361,0.00550117280066002,0.0005436047473517,0.00805684427914023,0.00994892883199575,0.000623086753255,0.275654289547284
INS,T,1,0,0.00430977806080338,0.00442606646003147,0.00520739770920452,0.0219633178183594,0.00579219381162334,0.00262236325816353,0.00471816335860419,0.00688484586336844,0.00910841327786739,0.0031826708540217,0.00365452541915263,0.0128615458068874,0.0281320414532616,0.00703254603036853,0.0161668068851043
INS,T,1,1,4.48989880642746e-05,0.00118217675402686,0.0142811117635267,0.0483118886298392,0.00821715416788667,3.01525965936289e-05,0.0116021884716987,0.000904811861200757,0.00199224608767015,5.41987468045322e-05,0.0107644862323408,0.00822675144835189,0.0239644442929963,0.011781763533947,0.000250119375156325
INS,T,1,2,0.00537714945887681,0.00228342276593718,0.0291423286245586,0.0347068816344582,0.0136457015492733,0.000743846405899986,0.0232480842189756,0.00169403952427861,0.00149916518097179,0.00887655030998672,0.0196437345173443,0.00211094716160255,0.0843626570150901,0.0355040388192308,0.00288774187680484
INS,T,1,3,0.00295814358894638,0.00316649566487728,0.0222982941430481,0.0229365815777473,0.00486930589135807,0.0037345604398084,0.0186860404233552,0.00254202478687957,0.000962617086906076,0.0267229932161235,0.0141206546725122,0.00320313435183147,0.0332981824797842,0.00985694139809555,0.0431796994019873
INS,T,1,4,0.0160383850195518,0.00624388483729935,0.0113061372526226,0.0100479025758078,0.00529319978386223,0.0134753113892181,0.0139108870499253,0.00339552719497565,0.00166216713359934,0.0405888392736164,0.00927131104396303,0.0100861676951316,0.00831511391371388,0.00406395436517911,0.125446235703404
