Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15
DEL,C,1,0,0.0109051721731621,0.00253324387806403,0.000342461800511862,0.0197387751179127,0.038651912457568,0.119758731782139,0.0290463420476893,0.327307133864667,0.049352975710997,0.00859635114707899,0.0133774173798277,0.00309770309937983,0.0510660963781172,0.0354814809595978,0.0476680073214387,0.009457110068949
DEL,C,1,1,0.00206785275684343,4.09298523349379e-05,0.00072600546865421,0.0289456767032933,0.0219918413334486,0.214713198497689,0.00580375846094619,0.0946717520709002,0.0154119409441193,0.00222861602971071,0.00208437786619684,0.00118631819259845,0.000836123357012965,0.00331323416109648,0.0121782024677741,0.0237098587470535
DEL,C,1,2,0.00148910966961596,5.98520540241984e-07,1.90188373001849e-06,0.0270291142393122,0.0029712814672679,0.190248361943691,0.00780836727431563,0.00265818684750163,0.00686656700462525,0.00144968910431381,0.00123465385291033,0.00020441663639535,6.52272538176789e-05,0.000193055497299168,0.00195647869482484,0.0174087513371137
DEL,C,1,3,0.00487084345669936,0.00154553748511007,0.00178604400939668,0.0148131065188587,0.0057365047324753,0.0614820128185731,0.000924743472498592,0.0095344275964896,0.00595264252041727,0.00118699183181945,0.000435879231329242,0.00041348298610195,0.0126267954922852,0.00679827618873799,0.00534922846084952,0.00753611471923442
DEL,C,1,4,0.00634699548531517,0.00222157340945858,0.000797208938835653,0.00252757421937197,0.000996129832469522,0.0436514719784912,0.00281921419504694,0.011449569510468,0.00315665121760693,0.00167496383615061,0.00263712360832913,0.000261731909795646,0.0139467018979091,0.0136058826010303,0.002856222034557,0.00421413876555154
DEL,C,1,5+,0.018265401648535,0.00923315596748906,0.00312652801906372,0.00220018724825432,0.000540723483065133,0.0231083017056135,0.00167248071476245,0.00126737500891293,0.00138034003174809,0.00232682710681439,0.00481473618027306,0.000806199446375359,0.234260191288222,0.00429957272499968,0.0342988260570972,0.00714576441943729
DEL,T,1,0,0.0150669556995392,0.00532780733289718,0.0009047698294126,0.113160241715038,0.03615978534881,0.0347515680532313,0.00408488796104942,0.0967863197110935,0.0495231562008771,0.00519785944241939,0.0239246235481738,0.000856290234122684,0.0457437917229156,0.174598559785671,0.0222847123613749,0.0332746163789776
DEL,T,1,1,0.00541666151059435,2.09836174301865e-07,1.52426829430425e-06,0.0978730678894982,0.00969003143736183,0.011032305860869,0.000317419112965914,0.0450501817579106,0.522312772474435,0.000780500274267245,0.000508308711298025,0.00102446495972914,3.12858819438946e-06,8.4994213510019e-05,0.00377492442942366,0.00118932315157217
DEL,T,1,2,0.0203109007444739,0.00352707722947985,0.000890583976644481,0.108612339154704,0.00839461158947681,0.0147895483880804,0.011976807931629,0.0785041940860411,0.0220093788986076,0.00137752351037722,0.0121307966918646,0.000735980814166079,0.00708184771373312,0.00942377471274457,0.022629243738162,0.00271074901008064
DEL,T,1,3,0.0283857474120757,0.010604136247086,0.00242480238882745,0.0848650029321166,0.00879636930337831,0.0136039565731692,0.0204352853894544,0.113469650871095,0.060557120731961,0.000951828584174309,0.0205505316069733,0.00168757218533488,0.0317838120872769,0.497789060339688,0.0156444298068816,0.00808792271738982
DEL,T,1,4,0.0868126439799585,0.0266968584688416,0.00456699150796395,0.0521254655655332,0.00085745056398138,0.0133305746058772,0.0173657367526002,0.0879391117939517,0.0175215845071599,0.00127263433176351,0.0196627730065621,0.00119133985754734,0.00620385039862583,0.0434020680923352,0.0384719612069563,0.00936722944748954
DEL,T,1,5+,0.356778131104401,0.87048478955256,0.00421048250827046,0.0262295538861844,0.00842186134245872,0.00744681316964563,0.00474769060531024,0.00193922465724008,0.00842725844693134,0.0056504678570281,0.0490360471020256,0.00670094390854759,0.0147914145209459,0.0274197563966899,0.00571103571750591,0.00290723075006928
INS,C,1,0,8.19174643916513e-05,1.98882698626207e-07,1.54059955504982e-06,0.000482733176277297,0.00296390941547922,0.00243375609348587,0.00215946878612929,6.78203234133538e-05,0.001961758111407,0.000186362233880746,0.584403810552285,0.000360077133250041,1.04714129303891e-06,9.9033547909386e-05,0.00132826425553068,0.00041255395244158
INS,C,1,1,0.00053859392543327,0.000132855598515232,1.9943845089483e-05,0.00120311105527401,0.00201860321482871,0.00147552197078558,0.001612735296615,0.000242480301428302,0.00163210770908194,7.79917856466623e-05,0.020081310342451,0.165179822934141,0.00114337138966549,0.000780472499724641,0.00255872191628363,0.00197003178732663
INS,C,1,2,0.000208130568050547,7.0726262714812e-06,5.30041533968524e-06,0.00312119090001766,0.00131963087427909,0.00160581604240637,0.00028674124623987,0.000672430391412865,0.00172214547242721,0.000110405607430217,0.00118596250398429,0.0930061742296988,0.000101443646289263,0.000426978146233325,0.00407368518478463,0.00115835621912199
INS,C,1,3,0.00106839875134662,0.000256557526771783,0.000808466464866481,0.00050164786278615,9.95976873410783e-05,0.0065033985184444,0.000244275535629119,0.000203117566166764,0.000187183872026028,0.000409119301692026,0.00187410459479622,0.0382809237512608,0.00188780572948927,0.00246503199931014,0.00153235787278466,0.00311111982892525
INS,C,1,4,0.0052389227131591,0.00138557330536682,0.00185881052514481,0.000159634955722591,0.000741607839900549,0.0063341884823052,0.000419568336909412,0.000195442097928266,0.000149078706637159,9.37080242325838e-05,0.00240628647303546,0.0106358697051715,0.0059066034426763,0.00321228402345874,0.00383815829988945,0.0028227666905348
INS,C,1,5+,0.0307288787298096,0.00602441819567546,0.0209656330685788,0.000348414536106384,0.00115567292584634,0.00816019466714409,0.000423355980823708,0.000862543564670542,0.00103201136327496,0.000344246988561882,0.00139375995043449,0.00209917341886093,0.0593210572733174,0.00288592449540888,0.016925480085936,0.0132271110581681
INS,T,1,0,0.00365588950375465,0.000700519338494386,0.00227054454334822,0.00581579275200738,0.00414983918344369,0.0205557035990269,0.00683825832385757,0.0126256597655104,0.037297675992021,0.00157940880979931,0.0366754471403114,0.000895257343059876,0.00608357619247472,0.0134324653870483,0.00452467648672246,0.00745918494226176
INS,T,1,1,0.000734221924000346,2.49219888256306e-06,2.25700839145492e-05,0.0140855493213612,0.00503036102061909,0.0467149126795535,0.00123355481223868,0.00937362833319616,0.0051644260999336,0.00118968885093412,0.00264660000357593,0.296265368189862,1.72834820027385e-05,0.000230633808787586,0.00246285958195432,0.0341844617509465
INS,T,1,2,0.0028299434326301,0.000330885500868119,0.000195037225790808,0.0311878169948813,0.00122515520604296,0.037728848171441,0.000333126803706175,0.00223484775932937,0.00446084720629885,0.000387715738908123,0.00337231813977953,0.161271199888294,0.000599244644635637,0.00456158370772936,0.00222724325211998,0.00182339952312331
INS,T,1,3,0.00395096371390636,0.000797136752207079,0.00357008218366042,0.019304971996408,0.00074794677897671,0.0245603641227272,0.000981064055107051,0.00184769006665596,0.00830433579609819,0.000831036501268277,0.00082056552539233,0.113529810420671,0.00201696362359561,0.00863353021838386,0.00138658207873237,0.00364719946202549
INS,T,1,4,0.0106621737399201,0.00218516450242892,0.0160226146805154,0.010925868319007,0.00141878543485243,0.00733863055524191,0.00145904355906268,0.00154951219770586,0.0150371501650409,0.000933426316740988,0.00516167922186574,0.0547427469683278,0.0192215355290198,0.012617789649978,0.00236277081469326,0.00139398768951289
INS,T,1,5+,0.251637396872215,0.0239799771365824,0.89531479265289,0.00110062986502234,0.0186491740269873,0.0210779456276045,0.0117918242993089,0.0291033054018178,0.00857319236908099,0.00668485369112028,0.0308782243223793,0.0131943706366493,0.0117331168642783,0.00458180999450046,0.00914349756101171,0.016474267721924
DEL,repeats,2,0,0.0021944663594552,8.78166533801592e-05,0.000525883839625774,0.0300040652445248,0.00823297448672667,0.00704413738600975,0.00155733244076067,0.0132346068975249,0.0223242969077574,0.0694185396279584,0.00106942972297999,0.000267192224649966,0.000829251575740612,0.00458706548151296,0.00365863064900019,0.00130753606893203
DEL,repeats,2,1,0.00735003704794005,0.00158818437296813,0.00150220093533641,0.0257437173325955,0.00913856062425128,0.008457544230143,0.00264322776980359,0.00412756873051046,0.00553074850325838,0.218670941853114,0.00787535823953656,0.00156390912093931,0.0404593093831675,0.011960377895946,0.00485472059932917,0.0146031749439035
DEL,repeats,2,2,0.00242838850276012,0.00128876198211333,0.000553015646535502,0.00428011452602044,0.000675612279920541,0.012380990902118,0.00208318052419857,0.00107511227678737,0.00297408810230476,0.050091650648186,0.00446350300435328,0.00112493259729603,0.0201734946751459,0.00425377774139928,0.00115966076454858,0.00489960814021607
