Type,Subtype,Indel_size,Repeat_MH_size,W.1 (False Positive) (ID5 0.713),W.2 (False Positive) (ID14 0.887),W.3 (False Positive) (ID5 0.252),W.4 (False Positive) (ID5 0.38),W.5 (ID2 0.999),W.6 (ID3 0.975),W.7 (ID6 0.989),W.8 (ID11 0.998),W.9 (ID4 0.997),W.10 (ID8 0.979),W.11 (False Positive) (ID5 0.434),W.12 (False Positive) (ID10 0.891),W.13 (ID13 0.974),W.14 (ID1 1),W.15 (False Positive) (ID5 0.304),W.16 (False Positive) (ID9 0.885)
DEL,C,1,0,2.73916449020253e-38,0.00169892023014606,7.15025672290845e-98,4.43183420581798e-121,0.00316297047379944,0.0851476533913849,0.0147133132458859,0,5.10032454715665e-31,0.00356682763608503,3.52828057027969e-107,0,2.65419697900413e-52,0,0.0263168388952186,0.630978365331803
DEL,C,1,1,0.019114540026144,0,4.56279909796161e-263,4.03084159027407e-62,7.01241396221952e-254,0.251373656753538,1.77133586884381e-86,0,2.48518858549098e-255,0.0170049344320308,7.27362675104043e-198,0,1.07062781594395e-103,0.000503931424476282,0,0.148948788370715
DEL,C,1,2,0.0230365343578071,0,0,0,0,0.235157544579995,0.00599999485982487,0,0,0,0,0,2.1566871162468e-24,0,0,0
DEL,C,1,3,0.0187346357926503,0,1.76876172877555e-117,3.70899565825347e-147,0.00160853772932533,0.0746447806275316,0,0,0.000313353607634529,0.00512256068441737,1.11863358314398e-65,0,0.0035868045541187,0.00153289777670673,0.0193116301219234,0.0133504488982899
DEL,C,1,4,0,0.00220813943314225,0.00308872260918307,5.07299026917513e-175,0.00267843735868474,0.0494951544909621,0.00197831343182268,0,0.000828685059758129,0,0,0,1.80754722331299e-308,0.000262933785785017,0.0248323835858842,0.0166959215464679
DEL,C,1,5+,8.80252630437646e-156,0.00532043276912296,5.08870128752623e-173,2.62694618968127e-255,0.0102948310999325,0.027026365523685,0.000719992373963144,0,0.00169383726324223,0,0,0,0,0.000607273116432443,0.115741918411327,1.37756820437529e-235
DEL,T,1,0,0.0972522654258328,1.90203151602544e-84,0.00436938631562649,8.5373542504488e-29,0.00594051263822908,0.0337971603046535,4.81151640424336e-75,0,2.82039997558786e-68,0.000345034206281084,0.985148044189491,0,8.7712212353141e-10,8.34884537125981e-110,0.0322626357129522,3.40337351147553e-24
DEL,T,1,1,2.29092886519357e-12,0,0,0,0,1.86641502520847e-37,0,0,0,8.11271595853994e-297,0,0,0.796923605909148,0,0,0
DEL,T,1,2,0.233211685129094,0.0116653779171738,0.0472953395209019,9.0402788160935e-09,0.00386062611852671,0.00614888577987252,0.00918394734093318,0,0,7.84253516352149e-67,5.2371554457078e-156,0,0.00361832334640752,0.000572728960946404,0.0230879723392171,0.124543679793713
DEL,T,1,3,1.58998035311967e-08,7.81788181131137e-203,2.07519661124408e-10,0.987106941611818,0.00892231368091614,4.69568832368627e-27,3.9303783310537e-36,0,1.79802182241958e-184,1.15748776867402e-92,4.01587606757114e-114,0,7.27278192503953e-47,6.27199684939548e-28,0.103428645400657,7.21875197210094e-49
DEL,T,1,4,3.6176641240511e-33,1.12084314545689e-241,0.908760370212199,7.92789416547335e-83,0.0282201583871013,1.90401979956309e-48,7.31204035404767e-50,1.66880539388042e-308,9.70571418321161e-131,1.13076993077953e-109,3.77497808367999e-146,0,7.3072412326122e-74,8.35524219788776e-35,3.25094598084869e-74,1.13204636554087e-74
DEL,T,1,5+,2.27174146632123e-33,1.84308012342179e-231,2.35526820626377e-69,7.37092197643362e-104,0.885402968948798,1.10375231963636e-29,1.2933950682452e-71,9.59681666961407e-138,2.16775251150925e-151,8.01242377222745e-61,1.21896392057771e-158,0,1.71750725860617e-75,9.12189785177747e-42,3.87806865115856e-53,2.7236036454428e-129
INS,C,1,0,0,0.752161405049897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0,0.0228656571562402,2.50082631396997e-308,0,0.000186247188367908,0,0.00120911190992799,0.168335416669378,0,0,0,0,0,0,0.00101910198154048,0
INS,C,1,2,0.00403594240536392,0.000268125116029173,1.24475707003422e-214,8.99615552536361e-197,1.48930555418722e-05,0.000773581083357946,0,0.100593156713342,0,3.97253779437028e-05,1.22376933151992e-234,0,0.000618773228887654,0,2.13269718248511e-05,0
INS,C,1,3,0,0.00180080482847006,3.38525662010593e-209,0,0.000273312715197332,0.00674032117938639,0,0.0381545773322032,0.00022894879437649,0,0,0,0,0.000681242832892618,0.00483873231671019,0
INS,C,1,4,0,0.00232416380689628,0.00346225636773164,0,0.00160516954615781,0.00647796113012053,0.000243673314724095,0.0102730764754952,0,1.95600623463479e-08,0,0,0,0.00151327962844558,0.0214847189090068,0
INS,C,1,5+,0,0,2.80472384919672e-145,0,0.00636595688076954,0.00675834906469062,0,0,0,0,0,0,0,0.0204353018988679,0.130034197589339,0
INS,T,1,0,1.88744132511029e-244,0.0455768560086175,3.84132107232974e-86,1.64808506772825e-98,0.000797101733366983,0.0214357199827353,0.00694131889431892,0.000286010107959317,0.000934548995439349,0.00207186782732875,4.05761510779716e-99,0,0.043860866456679,0.00211859705914698,0.0137241377318604,0.017180388212691
INS,T,1,1,0.0131801782273775,0,0,0,0,0.0518953378027997,1.8540476942277e-206,0.320477268010706,5.96731414650673e-62,0.00202391127721595,5.98171208999113e-256,0,0.000257122085861196,0,0,0.00851194626398794
INS,T,1,2,0.0522228660608324,0.00148680877758441,0.0057057516800277,1.27726829329645e-191,0.000409346418242896,0.0441510232639254,0,0.169833452650128,0,0,0,0,2.02807584732691e-40,1.95234467076484e-05,0.00235203347357156,0
INS,T,1,3,0.0293244049389689,0,5.86819150974505e-117,7.96028657667354e-88,0.000706532061963848,0.0286920256553437,7.6749700496386e-05,0.120912561298751,5.41238232973866e-73,0,1.60941867146422e-161,0,0.00888387789016536,0.00350709706620658,0.0114256756407624,6.77481746807231e-272
INS,T,1,4,0.014621143313065,0.00340711343107807,2.90445772196117e-185,8.91041201089087e-74,0.00188257529746992,0.00752748876285781,0.000748309783926564,0.0579485989752823,0.000364173437897421,5.32772526331154e-69,2.00297275437446e-116,0,0.0200729175150669,0.0145945053679745,0.0467618337587098,2.78716303338568e-228
INS,T,1,5+,1.26429834666518e-21,1.83293991601861e-214,1.73347909354993e-55,3.43294284550606e-80,0.00188799368320698,5.67190638273335e-33,1.31989896921431e-29,8.28794439036031e-160,3.03002726170881e-79,4.42627847125783e-21,2.2826300618715e-124,0,6.06348063217258e-63,0.925673843803081,1.7237945625615e-41,2.335722120201e-57
DEL,repeats,2,0,0.0445942730204092,0,4.07021591005082e-156,7.23413753541105e-23,6.874856957858e-05,0.00624852962005226,0.000454690691877812,0,0.0751087881504252,0.00754003208334397,3.42379504757086e-20,0,0.0303305596600147,0.000185866135921958,0.000458116355166579,0.0171893639848042
DEL,repeats,2,1,0.0282512178023874,0.00506241311220923,0.00250709049229139,8.14226585392817e-124,0.00179483022171055,0.00895072201496936,0.000878037494913694,0.000797004233223127,0.237951117649833,0.00666428459203563,8.16238823841617e-81,0,0.00472365703304199,0.000363628570639807,0.0247558451703761,1.22799996679985e-183
DEL,repeats,2,2,0.00196075882086281,0.0043665793718504,8.41898960410012e-93,9.37321052557505e-168,0.00139160518522523,0.0145709710131686,0.00172065430492645,0.000559583932794972,0.052328905867684,0,0,0,0.00242567626780656,0.000236273391326971,0.00947149515132061,0
DEL,repeats,2,3,0,0.000254739733779849,0,0,0.000478797285770381,0.00771013597177484,0.000238860898148231,0,0.00979394423539564,0,0,0,0,0.000271095421801466,0.0054821706454386,0
DEL,repeats,2,4,0.00126854762132656,3.12155495282269e-76,3.29806014437394e-35,6.51972543637242e-274,0.000498804125313338,0.00311105194836956,0.000248758043369721,0,0.00330734039752702,6.96499672545846e-171,2.85316392365792e-183,0,0,1.43846429611399e-246,0.00784187281313056,0.000136205110083376
DEL,repeats,2,5+,0.0532552692193764,0,0,0,0,0,0,0.00386752911419578,1.71379166944089e-05,0,0,0,0,0,0,0
DEL,repeats,3,0,0.0343413734600484,0.00146365580073125,0,2.08534474144642e-06,2.50614182058566e-06,0.000518765474862591,0.000504958988521206,0.000459035521791069,0.00457540156302971,0.0136330214424789,5.43726248766179e-158,0,0.0058792242409648,8.61116989149971e-05,0,0.00310430882261791
DEL,repeats,3,1,0.00217323144106769,0.00404341095063324,2.06050084410304e-72,1.45313153365795e-33,0.00376345006793537,9.26058523153049e-176,0.00506654890681363,9.0460679559656e-248,0.105362766660541,6.69166554847606e-196,1.18306784356192e-26,0,0.000616485241281184,0.00341787328884515,0.0392612922724875,0.000481197200053151
DEL,repeats,3,2,6.0891523128985e-308,0.00191293039690878,0.00404169278178991,4.61695994409619e-188,0.00166662444537854,0,0.000352260761861629,7.59099759283306e-06,0.0189271665722685,0.000193525696307651,1.74765151280141e-236,0,7.51471339926346e-05,0.000265400691590596,0.0142011538851007,6.39707533436531e-189
DEL,repeats,3,3,0.0011959307528648,0.000615645389453494,5.49002218444751e-30,0,0.000328046883655959,4.4362803617401e-285,0,4.64372589122614e-05,0.00451804810426051,0.000186648711317934,6.29711126895048e-302,0,0,0.000241092278400101,0.00241674674677303,1.74411482763099e-308
DEL,repeats,3,4,0.0142789955977083,0,0,0,0,0,0,0.00112234387719526,0.000178099499944995,0,0,0,0,0,0,0
DEL,repeats,3,5+,0.0201874833992904,0,0,0,0,0,0,0.000950302205779972,0,0,0,0,3.91238394167269e-121,0,0,0
DEL,repeats,4,0,0.0217339696081819,0,0,0.00028730975161823,4.26311026809546e-06,2.87982191885979e-05,0.00137000914790081,1.32181508184739e-165,0.00883546823739803,0.00861681555696523,0.000102065915166388,0,0.00247218781779723,2.41093621870813e-05,1.59931864100623e-228,0.00251912697515986
DEL,repeats,4,1,1.46847920727195e-161,6.10460075508759e-189,0.00344551569198217,1.40267165337613e-218,0.00140089757370801,1.96215809270145e-05,0.00256158986379586,0.000353167814488084,0.0676515443910416,3.15490847890429e-25,0,0,0,0.000274280803347296,0.0133381183804014,0.0021317980046497
DEL,repeats,4,2,0,0.000450203308650032,3.90553281320776e-120,0,0.000331272929485632,0,0.000540712929235168,3.23757759548317e-263,0.0122173530765328,0,0,0,0,0,0.0036258421861536,8.61524885596688e-05
DEL,repeats,4,3,0.00856529829923819,0.000130508882427221,1.66880539388061e-308,0,2.54166039573505e-06,0,0.000168649733704408,7.39299094507185e-05,0.00373239489186712,0,0,0,0,0,2.99167093637919e-92,0
DEL,repeats,4,4,0.0107904760142654,0,0,0,0,0,0,0.000697964909021147,0.000528514795058353,0.000188521771973593,0,0,0,0,0,0
DEL,repeats,4,5+,0.00414293909710878,0,0,0,0.000135397775696368,0,0,7.45789932502793e-05,0.000146141130500784,0,0,0,0,2.10886978749021e-236,0.0021678805082495,0
DEL,repeats,5+,0,0.0181872174497516,0.0026202032915645,0,3.0150104037605e-254,0,0.00149993868682843,1.47573128777304e-55,0,0.00122491027139077,0.341102955388883,2.0621381066111e-292,0,0.0097818054765359,0,0,1.97736549008532e-157
DEL,repeats,5+,1,0,0,0,0,0.00223159326995118,0,0.00847012161122545,6.91746966147248e-05,0.0096000237647712,0,0,0,0.00101789248249447,7.07135291681431e-299,0.0189876634112039,0
DEL,repeats,5+,2,0.000692865439090834,0.000111409270884504,0.000549440958835381,1.92466648245461e-219,0.000236857163081186,0,0.000490245236711692,0,0.00308071795342924,0.000468694960787425,3.11343619679931e-255,0,0,5.37213727809389e-05,0.00298171244443866,0
DEL,repeats,5+,3,0.000521117221193945,0.000118705149906598,2.12857892109851e-51,4.73153404110651e-281,9.77412285204492e-05,0,0.000113416657068468,8.54484494321567e-06,0.00141377950668248,0,0,0,4.26401043854076e-287,2.0058074465158e-05,0.000809494574187976,0
DEL,repeats,5+,4,0.00013925344221963,0,1.00102648664343e-88,0,5.72815294859641e-05,3.57487624413845e-05,7.07811654406636e-05,0,0,7.82422769275403e-05,0,0,4.62805312903898e-05,3.35712839667944e-226,0.00060210850262684,0
DEL,repeats,5+,5+,0.00145119071094176,0.000114651942149464,0,4.57716556309914e-05,1.11470783012254e-05,0,3.87141698385547e-05,3.57206242282834e-05,0.000369079119596085,0,0,0,0,3.67624258685169e-06,0.000349780827408802,9.172998497045e-05
INS,repeats,2,0,0.0107650640342159,0.0338927755522119,3.52504006074804e-42,3.10768094727804e-186,0.000196601737829472,0.00298580576311033,0.00221247271676664,0,0,0.00188779811596157,0.00248878939916196,6.22083056506654e-229,0.0123644517762496,0.000338067816639731,0.00344566799725944,8.08273138742736e-76
INS,repeats,2,1,0.0390318635122054,0,0.000604089168985743,9.54768758516092e-154,0.000203751331423276,0.00256033798024168,0,0,0,0.00179724525977783,3.2353683657255e-13,0,0.00272977907959622,0,0.00102769310943221,0.00290887209165671
INS,repeats,2,2,0.0137810985921092,0.000970547899161969,0.00213885890232411,0.00286352126057449,0.000714622277164612,0.000960199988177584,0.000587996877641655,2.09763029989945e-05,0.000242570598630927,0.000107019559228307,3.56748272891697e-09,0,0.000188968386680273,1.16621711666116e-101,0.00781782601923068,4.92546554815289e-208
INS,repeats,2,3,0.00184959302054477,0.00167780866514875,8.65422216841579e-60,0.0014884929282745,0.000279752071500932,0.00142360499683925,0.000513662041582873,0.000136669255432503,0,1.0461542744056e-05,4.22323320972758e-185,0,0.000317196776982255,0.000550962906616096,0.00267613171633199,3.86168117024515e-05
INS,repeats,2,4,0,0.00275670337474437,4.59411281172109e-45,0,0.00144769588488004,0.00018503136555291,1.16236783521004e-241,0.000357199640978754,4.44449392674747e-64,0,5.64419048390679e-230,0,0,0.00197560285346237,0.0231646856588674,2.25209466141455e-295
INS,repeats,2,5+,0.000636874295482017,0,3.0730965664731e-131,5.99766027988682e-177,0.00792679766067674,0,0.000249916164001314,1.66880724539904e-308,0,0.000567480621396952,9.94077166558887e-253,0,3.05777705613209e-109,0.0139197637618907,0.13410135761833,6.17965750260949e-220
INS,repeats,3,0,0.0079496513713064,0.0105143262508927,0,9.02717021896497e-212,2.90649733738816e-05,0.000292038110879403,0.000932398406537612,0,0,0.000728265054339656,6.8024075053462e-239,0.0104160750609049,0.00013169749001655,2.48304275472425e-06,0.000493076407024103,0
INS,repeats,3,1,0.00965085340755691,0.0029557568887428,2.44328803785782e-95,0.00251792653312427,0.000900751968714409,3.00456367138865e-138,2.66789839682786e-05,2.13252023022198e-05,0.00010582017237644,0.000197221347545201,0.00770175775129892,0.0144223705173788,0.00500574799798231,0.000159121111496174,0.00516329905021182,1.63262854296976e-161
INS,repeats,3,2,0.00174232193203579,0,1.27039158942604e-291,4.44080263629547e-59,0.000172393331114215,0,0.000884846060333115,0,0.000864691488126323,7.58207646790263e-179,0.00289648775223322,0,0.000527633023451419,7.06992622632531e-35,0.001579775844045,0
INS,repeats,3,3,1.92727086543921e-05,0.000712014713351831,0,0,0,0,0.000319556298273075,0.000127692289184587,1.84575340774094e-280,3.79971755705239e-263,0,0,0,0.000172621474277916,0.000261246353391073,0
INS,repeats,3,4,1.87892634205509e-05,0.000714770575275261,5.96621557814369e-142,1.66880539388041e-308,5.7753334254143e-05,2.60816242659429e-05,0.000234652909019261,4.07289359804181e-05,0.00016480712338927,7.77742380137578e-05,0,0,0,8.90474362824115e-05,0.00120117826022639,0
INS,repeats,3,5+,0,0.0027198143370653,0,0,0.00144064082655831,0,0,1.40836221325861e-212,0,0,0,0,0,0.00101946111672903,0.0120180404115701,0
INS,repeats,4,0,0.00485217554613686,0.0089407325438561,0,0,7.54930022806441e-06,0,0.00162171595018744,5.87789982493263e-05,0,0.000596153453905712,0.00141581178380646,0.00742107109844066,0.000841188149494053,0,4.25611918321519e-05,8.47604293194374e-277
INS,repeats,4,1,0.00650778163207773,0.000655067622208409,0.000941842492376078,1.06541507080011e-48,0.000942865433996683,0,0.000436487677950619,0.000309316799138746,0.00101798445559687,0.000704627430880376,5.37116372162365e-06,0.0401989661350812,0.00394214199890444,0.000449540688064773,0.00769035529427779,0.00134037844698548
INS,repeats,4,2,0.000821281700337979,0,6.04253380223499e-94,4.02321196421159e-05,1.27442828072601e-05,3.4784136873186e-256,0.000503613681246752,9.08741048767182e-06,0.000252871037792464,1.19629101396548e-05,0.000241668477314122,0.00638944420122155,3.36199788697865e-05,5.47463833535666e-05,0.000109029128992442,0
INS,repeats,4,3,0,0.000915914896974434,1.28952083286383e-14,8.08080431535981e-298,9.08054071649945e-05,5.62324645353842e-05,0.0003546704661053,0,7.1653160169964e-05,0,0,0,0,8.7511119526608e-05,0.0012726196442541,0.000196055676840595
INS,repeats,4,4,0,0.0023428391071632,4.33529072096701e-254,0,0.000141275154051172,0,4.36170158245175e-05,0,0.000323938494411029,0.000146877156249695,0,0,0,0.000207890176763621,0.00326634452792899,0
INS,repeats,4,5+,0.00136412942235635,0.000183788817102026,4.69309128685154e-207,3.13735392244294e-154,0.00184440919765405,0,0.000176240703935371,0,9.44791545648605e-05,0.000546971643513235,2.48293314093515e-289,0,0,0.000543877852245825,0.0156947154410897,0
INS,repeats,5+,0,0.00883677959510606,0.00319955608687032,0,0,0,5.94382110787752e-05,0.00925017511048532,0.000796437690043836,0,0,0,0.0459554759416861,0.00279814886364165,0,0,0
INS,repeats,5+,1,2.32399188726417e-12,0.0424462340754012,0.00131576523426519,4.40862167898101e-191,6.06884687365676e-05,2.26413215132521e-198,0.00537412363190475,0,0.00180802633964937,0.00729440487848863,3.77276325853138e-234,0.857245292392708,0.0159238995456945,0.00110444804622401,0.00132701108816081,0
INS,repeats,5+,2,0.000489740214938836,0.000863023200203912,1.0718101315785e-94,4.14764962891751e-40,0,2.30792216002946e-05,0.00127620562255827,0.000814134008761249,0.000133672852599835,0,0,0.0179513046525793,0,0.000178660147258225,0.000453252405683864,4.91450996303204e-149
INS,repeats,5+,3,0.000275701871710849,0,0.000200987547543221,0.000300759735875399,6.23652388600546e-05,1.81021185350631e-05,0,0,0,9.25637571280116e-64,1.6702589146639e-308,0,0,0.000198879562452137,0.00099588745025816,0
INS,repeats,5+,4,0.000350199438614344,0.000445892090465233,0,0,5.85490953876404e-262,0,6.27669665317503e-06,0.000104920329534769,6.40705087029208e-05,1.96198578550098e-05,6.48851934404393e-78,0,0,0.000199979039731951,0.000520664848044545,0
INS,repeats,5+,5+,0.0011536513103224,0.000290381842730693,0,0,6.91103515284641e-05,1.66461975518108e-11,4.54079101196146e-05,5.45987595412053e-05,6.12017640975985e-05,0.000312166097243286,5.76584872020325e-267,0,0,4.42229522086334e-05,0.00145759909637596,2.79038126959405e-05
DEL,MH,2,1,0.0413521383333191,0,9.40863436598802e-187,1.829571390692e-109,1.47548894621706e-05,0.00715961412287822,0,0,0.214961276059106,2.39602117187529e-206,3.38181236867418e-164,0,0.0116773004912749,1.98004682188357e-212,0,1.15742879476404e-165
DEL,MH,3,1,0.0260828578066232,0.00124881900260617,0,0,0,2.06362173341208e-05,0.000168790814087422,0,0.00720147837891533,0.0125728135288661,1.60844164589206e-160,0,9.1477965928607e-148,2.4115069629686e-05,0,0.00514423395320871
DEL,MH,3,2,0.013226245505129,0.00339859262835351,0.00138763171221809,4.69009932779952e-137,0.00188665548033929,0.000118437655651916,0.00457723246910962,0.000696201947676779,0.0591321724033589,0.00268101197469474,4.95748628087944e-130,0,0.000575241886744284,0.000785350628515468,0.0191018843084845,6.7163162756264e-45
DEL,MH,4,1,0.016796990017454,0,0.00161895141411125,1.05272377546352e-07,9.02938816455792e-05,0,0.00246902639775429,0,0.0116436738396337,0.00704320718680282,1.24904728931785e-25,0,0.00146660608188389,4.88453589052759e-232,0.00018218869702734,0.00249003355642493
DEL,MH,4,2,0.0098739445765549,0.000894581072444498,0.00515863811785779,8.05886395065428e-05,0.000288609859555821,6.3773033409466e-201,0.00971704270302931,0,0.0329557250037892,0.000150653572784341,6.80224366333405e-89,0,7.45755697547002e-257,1.78814678289151e-257,0.00200564730415791,0.00190448466191937
